CHROM	Start	End	Strand	GeneID
chr4	75576496	75630528	-	ENSG00000138769
chr4	75642786	75673411	-	ENSG00000138757
chr4	75724577	75814286	+	ENSG00000138768
chr4	75859867	75902452	-	ENSG00000156194
chr4	75913660	75941013	-	ENSG00000138744
chr4	75949915	75990945	-	ENSG00000198301
chr4	76001275	76007509	-	ENSG00000138755
chr4	76074709	76112786	+	ENSG00000156219
chr4	76021118	76023497	-	ENSG00000169245
chr4	76033682	76036070	-	ENSG00000169248
chr4	76114664	76148397	-	ENSG00000138750
chr4	76158737	76213824	-	ENSG00000138760
chr4	76251721	76283783	+	ENSG00000189157
chr4	76251721	76311120	+	ENSG00000272414
chr4	76306733	76311130	+	ENSG00000118804
chr4	76313039	76421141	-	ENSG00000163749
chr4	76435229	76783253	+	ENSG00000138771
chr4	76894152	76898144	-	ENSG00000186212
chr4	76949752	77038615	+	ENSG00000138758
chr4	77047155	77075989	-	ENSG00000118816
chr4	77157207	77170060	+	ENSG00000138764
chr4	77605820	77611834	+	ENSG00000156234
chr4	77713387	77819368	-	ENSG00000138767
chr4	77862830	77952785	+	ENSG00000169288
chr4	78057323	78544269	+	ENSG00000138759
chr4	78551770	78610447	+	ENSG00000138772
chr4	78776350	78916365	+	ENSG00000138756
chr4	78911878	78939438	-	ENSG00000163291
chr4	79316647	79326061	-	ENSG00000156269
chr4	79406361	79408228	-	ENSG00000196475
chr4	79901146	80073229	-	ENSG00000163297
chr4	80197503	80204329	+	ENSG00000152784
chr4	80266664	80291017	+	ENSG00000138675
chr4	80335730	80963750	+	ENSG00000197826
chr4	81030708	81057627	+	ENSG00000152785
chr4	81087375	81215222	-	ENSG00000138669
chr4	81426393	81471907	-	ENSG00000138670
chr4	82352498	82373991	-	ENSG00000138668
chr4	82422569	82430462	-	ENSG00000152795
chr4	82430590	82461177	+	ENSG00000145293
chr4	82483176	82561988	-	ENSG00000249242
chr4	82629539	82798796	-	ENSG00000145284
chr4	82818509	82891153	-	ENSG00000138674
chr4	82900735	82919969	+	ENSG00000168152
chr4	82924603	83010823	-	ENSG00000189308
chr4	83035183	83075818	+	ENSG00000138663
chr4	83090048	83114729	-	ENSG00000145287
chr4	83263824	83284798	-	ENSG00000173085
chr4	83292461	83334848	-	ENSG00000173083
chr4	83407346	83455823	-	ENSG00000163312
chr4	83456058	83462298	+	ENSG00000163319
chr4	83459517	83485100	-	ENSG00000163322
chr4	83536108	83605875	+	ENSG00000138678
chr4	84491985	84499292	-	ENSG00000163623
chr4	84583127	84651334	+	ENSG00000163624
chr4	84669597	84966690	-	ENSG00000163625
chr4	85475150	86002666	+	ENSG00000138639
chr4	86010405	86360053	-	ENSG00000109339
chr4	86594315	86815161	+	ENSG00000163629
chr4	86823468	86849384	-	ENSG00000145283
chr4	86876205	86892422	-	ENSG00000163633
chr4	86886472	86934732	-	ENSG00000285458
chr4	86935011	87141039	+	ENSG00000172493
chr4	87160103	87220618	-	ENSG00000145332
chr4	87303794	87322882	-	ENSG00000170509
chr4	87336515	87391188	-	ENSG00000198189
chr4	87422573	87459455	+	ENSG00000170502
chr4	87473335	87529376	-	ENSG00000152583
chr4	87608529	87616873	+	ENSG00000152591
chr4	87650280	87664357	+	ENSG00000152592
chr4	87799554	87812435	+	ENSG00000029559
chr4	87832969	87846792	+	ENSG00000152595
chr4	87975714	87983411	+	ENSG00000118785
chr4	88007635	88077777	+	ENSG00000118762
chr4	88090269	88158639	-	ENSG00000118777
chr4	88257620	88284561	-	ENSG00000163644
chr4	88378852	88443097	+	ENSG00000138642
chr4	88457119	88506163	+	ENSG00000138646
chr4	88520998	88523776	-	ENSG00000145337
chr4	88520998	88523776	-	ENSG00000255072
chr4	88523810	88708450	+	ENSG00000287542
chr4	88592480	88708539	+	ENSG00000138641
chr4	88695913	88697829	-	ENSG00000177432
chr4	88725960	89057185	-	ENSG00000138640
chr4	89111533	89114901	+	ENSG00000180346
chr4	89236383	89307800	-	ENSG00000185477
chr4	89724099	89837161	-	ENSG00000145335
chr4	89894854	89954614	+	ENSG00000138722
chr4	90127394	91605295	+	ENSG00000184305
chr4	92303966	93774566	+	ENSG00000152208
chr4	93828753	93830964	+	ENSG00000172238
chr4	94207865	94291292	+	ENSG00000163104
chr4	94298535	94342836	-	ENSG00000163106
chr4	94451942	94668223	+	ENSG00000163110
chr4	94757955	95158448	+	ENSG00000138696
chr4	95162504	95548973	-	ENSG00000182168
chr4	95840093	95841464	+	ENSG00000163114
chr4	97558872	98143476	-	ENSG00000163116
chr4	98261384	98443858	+	ENSG00000138698
chr4	98470367	98658611	-	ENSG00000168785
chr4	98879276	98929133	-	ENSG00000151247
chr4	98995721	99062809	+	ENSG00000164024
chr4	99070978	99088788	-	ENSG00000197894
chr4	99123658	99144297	-	ENSG00000198099
chr4	99202639	99219246	-	ENSG00000172955
chr4	99276369	99290985	-	ENSG00000187758
chr4	99304971	99321401	-	ENSG00000196616
chr4	99336497	99352746	-	ENSG00000248144
chr4	99412263	99435342	-	ENSG00000196344
chr4	99511021	99542303	+	ENSG00000138813
chr4	99546711	99564039	-	ENSG00000145331
chr4	99574824	99623997	+	ENSG00000138823
chr4	99636529	99657828	-	ENSG00000248713
chr4	99816827	99870190	+	ENSG00000070190
chr4	99878336	99894427	-	ENSG00000109270
chr4	99896248	99946618	-	ENSG00000164031
chr4	99948088	99950275	-	ENSG00000164032
chr4	100185870	100190468	-	ENSG00000145358
chr4	100395341	100518022	-	ENSG00000164035
chr4	101023418	101347526	-	ENSG00000138814
chr4	101790730	102074812	+	ENSG00000153064
chr4	102261666	102345482	-	ENSG00000138821
chr4	102501359	102617302	+	ENSG00000109320
chr4	102630770	102760968	-	ENSG00000109323
chr4	102794383	102827551	-	ENSG00000109332
chr4	102868992	102892807	+	ENSG00000145354
chr4	102900928	103019705	-	ENSG00000164037
chr4	103022253	103076761	-	ENSG00000164038
chr4	103077592	103099834	-	ENSG00000164039
chr4	103105811	103198343	-	ENSG00000138778
chr4	103586031	103719985	-	ENSG00000169836
chr4	104468308	104494894	-	ENSG00000168772
chr4	105146876	105279803	+	ENSG00000168769
chr4	105369077	105474062	-	ENSG00000138777
chr4	105552620	105680914	+	ENSG00000236699
chr4	105682627	105708689	-	ENSG00000138785
chr4	105708784	105847725	+	ENSG00000138780
chr4	105895471	105971671	+	ENSG00000168743
chr4	106041599	106316209	-	ENSG00000145348
chr4	106316550	106349456	+	ENSG00000164022
chr4	106357392	106368778	-	ENSG00000250298
chr4	106921802	107036313	-	ENSG00000155011
chr4	107613666	107720234	-	ENSG00000138801
chr4	107824932	107915047	+	ENSG00000164023
chr4	107931549	107953461	+	ENSG00000155016
chr4	107989889	108035171	+	ENSG00000138796
chr4	108047548	108168932	-	ENSG00000138795
chr4	108620576	108625370	+	ENSG00000109475
chr4	108650599	108667820	+	ENSG00000198856
chr4	108742053	108763053	-	ENSG00000164089
chr4	108808725	109302658	-	ENSG00000188517
chr4	109433815	109540896	+	ENSG00000138802
chr4	109560246	109688719	+	ENSG00000005059
chr4	109688628	109703445	-	ENSG00000138794
chr4	109709989	109730070	-	ENSG00000123739
chr4	109713916	109801999	-	ENSG00000285330
chr4	109740695	109801999	-	ENSG00000205403
chr4	109815762	109824737	+	ENSG00000109534
chr4	109827972	109844942	+	ENSG00000180245
chr4	109848107	109872315	+	ENSG00000183423
chr4	109912883	110013766	+	ENSG00000138798
chr4	110045846	110198615	-	ENSG00000170522
chr4	110476155	110565285	+	ENSG00000138792
chr4	110617423	110623077	-	ENSG00000164093
chr4	112145454	112195256	+	ENSG00000174749
chr4	112231787	112273110	+	ENSG00000138660
chr4	112274537	112285904	-	ENSG00000145365
chr4	112297369	112442621	+	ENSG00000073331
chr4	112513516	112516180	-	ENSG00000178403
chr4	112539339	112636909	-	ENSG00000138658
chr4	112637143	112657586	+	ENSG00000174720
chr4	113049653	113383736	+	ENSG00000145362
chr4	113451032	113761738	-	ENSG00000145349
chr4	113900284	113979647	-	ENSG00000180801
chr4	114598807	114678225	+	ENSG00000174607
chr4	114827763	115113620	-	ENSG00000138653
chr4	117083554	117085576	-	ENSG00000174599
chr4	118034486	118258634	+	ENSG00000164100
chr4	118280038	118353003	-	ENSG00000164099
chr4	118685392	118715430	+	ENSG00000145388
chr4	118722823	118836126	-	ENSG00000150961
chr4	118888854	119061247	+	ENSG00000172403
chr4	119135832	119187789	+	ENSG00000172399
chr4	119212713	119295518	+	ENSG00000145390
chr4	119296419	119300645	-	ENSG00000164096
chr4	119317250	119322138	-	ENSG00000145384
chr4	119494403	119628804	-	ENSG00000138735
chr4	120055623	120066848	-	ENSG00000164109
chr4	120691915	120922726	-	ENSG00000138738
chr4	121035613	121072535	-	ENSG00000173376
chr4	121131408	121164321	-	ENSG00000050730
chr4	121328642	121381018	-	ENSG00000186867
chr4	121667946	121696980	-	ENSG00000164111
chr4	121758930	121765164	-	ENSG00000164112
chr4	121801323	121817021	+	ENSG00000123737
chr4	121816444	121823883	-	ENSG00000145386
chr4	121824329	121870474	-	ENSG00000138686
chr4	121874481	121952060	-	ENSG00000138741
chr4	122152331	122362752	+	ENSG00000138688
chr4	122379011	122429784	+	ENSG00000164113
chr4	122451470	122456725	-	ENSG00000109471
chr4	122610108	122621066	-	ENSG00000138684
chr4	122732704	122744939	+	ENSG00000181004
chr4	122826831	122898236	+	ENSG00000138685
chr4	122892577	122922597	-	ENSG00000170917
chr4	122923078	123319433	+	ENSG00000145375
chr4	123396795	123403755	+	ENSG00000164056
chr4	124664048	124712732	-	ENSG00000151458
chr4	125314955	125492932	+	ENSG00000196159
chr4	127632957	127726737	+	ENSG00000164066
chr4	127730400	127774292	+	ENSG00000151475
chr4	127782322	127840733	+	ENSG00000164070
chr4	127880893	127899224	+	ENSG00000142731
chr4	127917805	127965173	-	ENSG00000164073
chr4	127965406	128039953	+	ENSG00000164074
chr4	128061312	128211988	+	ENSG00000138709
chr4	128269242	128287813	-	ENSG00000164040
chr4	128809700	128875224	+	ENSG00000077684
chr4	128883993	129093539	-	ENSG00000151466
chr4	129096152	129116637	+	ENSG00000151470
chr4	133149294	133194700	+	ENSG00000138650
chr4	134196333	134201789	-	ENSG00000254535
chr4	137518918	137532494	-	ENSG00000189184
chr4	138164097	138242349	-	ENSG00000151012
chr4	139015781	139045939	+	ENSG00000151014
chr4	139057265	139177218	-	ENSG00000109381
chr4	139266165	139280225	-	ENSG00000137463
chr4	139289931	139302477	-	ENSG00000109390
chr4	139301505	139391384	+	ENSG00000164134
chr4	139454121	139476609	+	ENSG00000172007
chr4	139506038	139556219	-	ENSG00000145391
chr4	139665819	139704243	+	ENSG00000085871
chr4	139716753	140154184	-	ENSG00000196782
chr4	140373646	140385728	+	ENSG00000153130
chr4	140388453	140427648	-	ENSG00000153132
chr4	140442262	140498293	-	ENSG00000205301
chr4	140524168	140553770	+	ENSG00000179387
chr4	140559431	140568961	-	ENSG00000109424
chr4	140620782	140756385	-	ENSG00000109436
chr4	140859807	141133469	-	ENSG00000170153
chr4	141220895	141234697	+	ENSG00000109445
chr4	141636583	141733987	+	ENSG00000164136
chr4	142023160	142846301	-	ENSG00000109452
chr4	143184917	143223874	+	ENSG00000170185
chr4	143336876	143474565	+	ENSG00000109458
chr4	143513702	143557486	+	ENSG00000153147
chr4	143577302	143700675	-	ENSG00000183090
chr4	143870864	143905559	-	ENSG00000197465
chr4	143996104	144019380	-	ENSG00000250361
chr4	144109303	144140718	-	ENSG00000170180
chr4	144210701	145098174	-	ENSG00000285713
chr4	144646156	144745271	+	ENSG00000164161
chr4	144994576	145098196	-	ENSG00000164162
chr4	145098311	145129524	+	ENSG00000164163
chr4	145133650	145180589	-	ENSG00000164164
chr4	145481853	145559176	+	ENSG00000170365
chr4	145619385	145660033	+	ENSG00000151611
chr4	145680146	145732797	+	ENSG00000237136
chr4	145757627	145938823	-	ENSG00000151612
chr4	146175718	146191535	+	ENSG00000164167
chr4	146214538	146232267	+	ENSG00000250673
chr4	146253981	146521940	-	ENSG00000120519
chr4	146638893	146642474	+	ENSG00000151615
chr4	146706617	146945864	-	ENSG00000137473
chr4	147481097	147544954	+	ENSG00000151617
chr4	147617397	147636721	+	ENSG00000164168
chr4	147637785	147684163	-	ENSG00000164169
chr4	147732088	148072776	+	ENSG00000071205
chr4	148078764	148442414	-	ENSG00000151623
chr4	149351709	149815843	-	ENSG00000234828
chr4	150078445	150257438	+	ENSG00000170390
chr4	150264435	151015284	-	ENSG00000198589
chr4	150582151	150584693	+	ENSG00000181541
chr4	151099628	151104642	+	ENSG00000145425
chr4	151120281	151325605	-	ENSG00000109686
chr4	151277161	151291862	+	ENSG00000189099
chr4	151409176	151670503	+	ENSG00000164142
chr4	151670504	151761007	-	ENSG00000059691
chr4	152320544	152536092	-	ENSG00000109670
chr4	152618628	152679997	-	ENSG00000170006
chr4	152769354	152779730	-	ENSG00000169989
chr4	152779954	152912357	+	ENSG00000164144
chr4	152936323	152979671	+	ENSG00000137460
chr4	153204443	153339317	+	ENSG00000109654
chr4	153222059	153415081	+	ENSG00000288637
chr4	153344688	153415118	+	ENSG00000121211
chr4	153466360	153636711	+	ENSG00000121210
chr4	153684280	153706260	+	ENSG00000137462
chr4	153710160	153760024	-	ENSG00000145428
chr4	153780591	153789083	-	ENSG00000145423
chr4	154231742	154491799	-	ENSG00000197410
chr4	154535005	154550400	-	ENSG00000171566
chr4	154563011	154572807	+	ENSG00000171564
chr4	154585275	154590742	-	ENSG00000171560
chr4	154604171	154612656	-	ENSG00000171557
chr4	154744000	154753120	+	ENSG00000121207
chr4	154781272	154828813	+	ENSG00000151962
chr4	155208636	155217076	+	ENSG00000185149
chr4	155342658	155376965	-	ENSG00000164114
chr4	155666848	155737059	+	ENSG00000164116
chr4	155759021	155807811	+	ENSG00000061918
chr4	155829729	155866277	-	ENSG00000256394
chr4	155903696	155920406	+	ENSG00000151790
chr4	155924118	155953866	-	ENSG00000256043
chr4	156760454	156971799	-	ENSG00000145431
chr4	157076150	157172090	+	ENSG00000109738
chr4	157220728	157366075	+	ENSG00000120251
chr4	158124474	158173025	-	ENSG00000164125
chr4	158210486	158255416	+	ENSG00000164124
chr4	158521882	158653372	+	ENSG00000171509
chr4	158666675	158671887	-	ENSG00000205208
chr4	158672296	158709623	+	ENSG00000171503
chr4	158709127	158723396	-	ENSG00000171497
chr4	158769026	158908050	+	ENSG00000052795
chr4	158893134	159035229	-	ENSG00000164123
chr4	159103079	159360173	+	ENSG00000109756
chr4	161383897	162164000	-	ENSG00000168843
chr4	163128669	163166890	-	ENSG00000145414
chr4	163323962	163332596	-	ENSG00000164128
chr4	163343892	163351934	+	ENSG00000164129
chr4	163471095	163473754	-	ENSG00000151005
chr4	163494690	163520539	+	ENSG00000198498
chr4	163524718	164384019	-	ENSG00000145416
chr4	164754131	164803795	+	ENSG00000248771
chr4	164877178	164897527	+	ENSG00000248329
chr4	164968281	164977657	-	ENSG00000183439
chr4	165031999	165041749	+	ENSG00000176979
chr4	165053866	165060554	+	ENSG00000250374
chr4	165070608	165112860	-	ENSG00000170088
chr4	165207561	165323147	+	ENSG00000109466
chr4	165277807	165279704	-	ENSG00000229894
chr4	165327669	165343164	+	ENSG00000052802
chr4	165379008	165498547	+	ENSG00000109472
chr4	165873237	166104457	+	ENSG00000038295
chr4	166733384	167234494	-	ENSG00000196104
chr4	168092537	168187736	+	ENSG00000109511
chr4	168216294	168318752	-	ENSG00000137628
chr4	168356735	168480492	-	ENSG00000181381
chr4	168497052	168928441	+	ENSG00000129116
chr4	168987590	169010255	-	ENSG00000145439
chr4	169094259	169270956	-	ENSG00000154447
chr4	169392809	169612583	-	ENSG00000137601
chr4	169620578	169723673	+	ENSG00000109572
chr4	169729470	169757944	-	ENSG00000056050
chr4	169986602	170026395	-	ENSG00000198948
chr4	170060222	170089956	-	ENSG00000109576
chr4	171813404	173041559	+	ENSG00000174473
chr4	173168811	173323967	+	ENSG00000109586
chr4	173331376	173334358	-	ENSG00000164104
chr4	173370954	173377532	+	ENSG00000164105
chr4	173384701	173399116	-	ENSG00000164106
chr4	173526091	173530229	-	ENSG00000164107
chr4	174236658	174283667	-	ENSG00000164117
chr4	174283911	174320328	+	ENSG00000164118
chr4	174490175	174522488	-	ENSG00000164120
chr4	174636920	174829247	-	ENSG00000145451
chr4	174918358	174978180	+	ENSG00000168594
chr4	175632937	175812264	-	ENSG00000150625
chr4	176065841	176182815	+	ENSG00000150627
chr4	176184579	176195585	-	ENSG00000150628
chr4	176213673	176269222	-	ENSG00000164122
chr4	176319966	176332245	+	ENSG00000129128
chr4	176683538	176792922	-	ENSG00000150630
chr4	177309874	177362936	+	ENSG00000109674
chr4	177430774	177442437	-	ENSG00000038002
chr4	182243402	182803024	+	ENSG00000218336
chr4	182890091	182917386	-	ENSG00000129187
chr4	183099257	183320777	+	ENSG00000151718
chr4	183318100	183320276	-	ENSG00000177300
chr4	183321764	183322426	-	ENSG00000185758
chr4	183444636	183449064	+	ENSG00000168564
chr4	183505058	183512429	+	ENSG00000168556
chr4	183639635	183659185	-	ENSG00000182552
chr4	183659293	183713589	+	ENSG00000168538
chr4	183905307	184023526	+	ENSG00000173320
chr4	184088706	184217873	-	ENSG00000164303
chr4	184387729	184474550	-	ENSG00000168310
chr4	184627696	184649447	-	ENSG00000164305
chr4	184649738	184694952	+	ENSG00000164306
chr4	184694085	184734096	-	ENSG00000151725
chr4	184755595	184825968	-	ENSG00000151726
chr4	185018490	185020953	+	ENSG00000187821
chr4	185143266	185150382	+	ENSG00000151729
chr4	185159665	185204000	-	ENSG00000164323
chr4	185209598	185363966	+	ENSG00000109762
chr4	185363872	185395924	-	ENSG00000109771
chr4	185396841	185400241	+	ENSG00000186352
chr4	185399537	185425964	-	ENSG00000109775
chr4	185426254	185449826	+	ENSG00000205129
chr4	185445182	185471733	-	ENSG00000168491
chr4	185500660	185535507	-	ENSG00000154553
chr4	185585523	185812194	-	ENSG00000154556
chr4	186069156	186088073	+	ENSG00000164342
chr4	186104704	186175337	+	ENSG00000109794
chr4	186191567	186213463	+	ENSG00000145476
chr4	186208979	186258469	+	ENSG00000290316
chr4	186227507	186258471	+	ENSG00000164344
chr4	186266189	186289681	+	ENSG00000088926
chr4	186426546	186555328	-	ENSG00000272297
chr4	186533655	186555567	-	ENSG00000168412
chr4	186587794	186723856	-	ENSG00000083857
chr4	187995771	188005046	+	ENSG00000179059
chr4	188091272	188109603	-	ENSG00000179046
chr4	188139441	188147743	+	ENSG00000184108
chr4	189940872	189963192	+	ENSG00000109536
chr4	190024367	190027256	-	ENSG00000205097
chr4	190173774	190175845	+	ENSG00000260596
chr5	92168	189966	+	ENSG00000153404
chr5	191495	196334	+	ENSG00000185028
chr5	196868	218153	-	ENSG00000164366
chr5	218298	314955	+	ENSG00000286001
chr5	218320	257082	+	ENSG00000073578
chr5	271646	314974	+	ENSG00000249915
chr5	271670	438291	+	ENSG00000288622
chr5	321714	438285	+	ENSG00000063438
chr5	443176	467290	+	ENSG00000180104
chr5	470456	524449	-	ENSG00000066230
chr5	612340	653553	+	ENSG00000112877
chr5	659862	693352	-	ENSG00000171368
chr5	710355	784729	-	ENSG00000206077
chr5	795605	850986	-	ENSG00000188818
chr5	863741	892801	-	ENSG00000028310
chr5	892884	918120	+	ENSG00000071539
chr5	1008802	1038943	+	ENSG00000145506
chr5	1050384	1112063	-	ENSG00000113504
chr5	1201595	1225111	+	ENSG00000174358
chr5	1225381	1246189	+	ENSG00000164363
chr5	1253167	1295068	-	ENSG00000164362
chr5	1317752	1345099	-	ENSG00000049656
chr5	1392794	1445440	-	ENSG00000142319
chr5	1461427	1523960	-	ENSG00000153395
chr5	1798385	1799837	-	ENSG00000171421
chr5	1801407	1816048	+	ENSG00000145494
chr5	1877413	1882925	-	ENSG00000113430
chr5	2746165	2751677	-	ENSG00000170561
chr5	3595832	3601403	+	ENSG00000170549
chr5	5140330	5320304	+	ENSG00000145536
chr5	5422677	5490220	+	ENSG00000164151
chr5	6371874	6378547	-	ENSG00000133398
chr5	6448859	6496723	+	ENSG00000215218
chr5	6599239	6633044	-	ENSG00000037474
chr5	6633440	6674386	+	ENSG00000145545
chr5	6713432	6757044	+	ENSG00000112941
chr5	7396138	7830081	+	ENSG00000078295
chr5	7830378	7851133	-	ENSG00000215217
chr5	7869148	7901113	+	ENSG00000124275
chr5	7859159	7869031	-	ENSG00000124279
chr5	9035033	9546075	-	ENSG00000112902
chr5	9627347	9630351	-	ENSG00000169777
chr5	10225507	10249888	-	ENSG00000150756
chr5	10250280	10266389	+	ENSG00000150753
chr5	10277595	10307902	-	ENSG00000164237
chr5	10353695	10440388	+	ENSG00000145495
chr5	10441879	10465026	+	ENSG00000145491
chr5	10564070	10657816	+	ENSG00000164236
chr5	10679230	10761234	-	ENSG00000112977
chr5	10971836	11904446	-	ENSG00000169862
chr5	13690328	13944688	-	ENSG00000039139
chr5	14143342	14510204	+	ENSG00000038382
chr5	14581792	14616180	+	ENSG00000145569
chr5	14664718	14699850	+	ENSG00000154124
chr5	14704800	14871778	-	ENSG00000154122
chr5	15500180	15939793	+	ENSG00000183580
chr5	16067139	16179791	-	ENSG00000183654
chr5	16451519	16465800	-	ENSG00000173545
chr5	16473053	16616997	-	ENSG00000154153
chr5	16661907	16936288	-	ENSG00000145555
chr5	17217631	17276834	+	ENSG00000176788
chr5	17444010	17487371	+	ENSG00000249662
chr5	17490967	17492076	-	ENSG00000268799
chr5	17498231	17498827	+	ENSG00000284373
chr5	17518367	17518963	+	ENSG00000284439
